qname	tname	aai	qTax	tTax
NC.025412	LN.DD.2021.06.15.bin.9	31.2047619	Pimascovirales	Pimascovirales
NC.044950	GCA.002114025.1.ViralProj384397.genomic	31.20526316	Asfuvirales	Asfuvirales
GCA.002114025.1.ViralProj384397.genomic	NC.044948	31.21578947	Asfuvirales	Asfuvirales
SD.QD.2020.06.15.bin.13	ZJ.NB.2021.05.15.bin.17	31.2245283	Imitervirales	Imitervirales
SD.QD.2023.07.80.ultra.bin.14	NC.029692	31.22962963	Pimascovirales	Pimascovirales
SD.QD.2023.07.80.ultra.bin.14	GCA.001602085.1.ViralProj316309.genomic	31.22962963	Pimascovirales	Pimascovirales
ZJ.NB.2021.05.15.bin.17	SD.QD.2020.06.15.bin.13	31.23	Imitervirales	Imitervirales
GCA.002826725.1.ASM282672v1.genomic	SD.QD.2023.07.80.ultra.bin.14	31.23076923	Pimascovirales	Pimascovirales
NC.038511	SD.QD.2023.07.80.ultra.bin.14	31.23076923	Pimascovirales	Pimascovirales
NC.028112	ERX552254.13.dc	31.232	Algavirales	Imitervirales
NC.013756	LN.DD.2021.06.15.bin.9	31.23809524	Pimascovirales	Pimascovirales
GCA.002005685.1.ViralProj376058.genomic	LN.DD.2021.06.15.bin.8	31.23913043	Pimascovirales	Pimascovirales
NC.033775	LN.DD.2021.06.15.bin.8	31.23913043	Pimascovirales	Pimascovirales
GCA.002966405.1.ASM296640v1.genomic	ERX552261.44.dc	31.23953488	Imitervirales	Algavirales
SD.DY.2021.06.15.bin.6	SD.QD.2023.07.80.ultra.bin.14	31.24782609	Pimascovirales	Pimascovirales
GCA.002114025.1.ViralProj384397.genomic	NC.044944	31.24871795	Asfuvirales	Asfuvirales
GCA.002966275.1.ASM296627v1.genomic	LN.DD.2021.06.15.bin.1	31.26122449	Imitervirales	Imitervirales
SRX802073.99.dc	SD.QD.2021.02.15.bin.5	31.26190476	Imitervirales	Imitervirales
GCA.001995575.1.ViralProj357483	NC.040612	31.26666667	Pimascovirales	Pimascovirales
GCA.002966275.1.ASM296627v1.genomic	SD.QD.2023.07.80.ultra.bin.7	31.26923077	Imitervirales	Imitervirales
GCA.002114025.1.ViralProj384397.genomic	NC.044950	31.27179487	Asfuvirales	Asfuvirales
SD.QD.2021.02.15.bin.5	ERX552254.13.dc	31.27333333	Imitervirales	Imitervirales
SD.QD.2020.06.15.bin.20	SRX327520.277.dc	31.278125	Pandoravirales	Imitervirales
ERX556315.47.dc	ZJ.NB.2021.05.15.bin.17	31.27916667	Imitervirales	Imitervirales
SD.QD.2021.02.15.bin.5	GCA.002966275.1.ASM296627v1.genomic	31.28571429	Imitervirales	Imitervirales
ZJ.NB.2021.05.15.bin.17	GCA.002966275.1.ASM296627v1.genomic	31.28888889	Imitervirales	Imitervirales
NC.023613	NC.025412	31.29259259	Pimascovirales	Pimascovirales
NC.044954	GCA.002114025.1.ViralProj384397.genomic	31.29459459	Asfuvirales	Asfuvirales
SD.QD.2021.02.15.bin.5	NC.032001	31.3	Imitervirales	Algavirales
SRX802073.62.dc	LN.DD.2021.06.15.bin.9	31.3	Imitervirales	Pimascovirales
NC.009899	GCA.002966275.1.ASM296627v1.genomic	31.3075	Algavirales	Imitervirales
NC.028091	ERX552257.96.dc	31.31071429	Algavirales	Imitervirales
GCA.002114025.1.ViralProj384397.genomic	NC.044947	31.32105263	Asfuvirales	Asfuvirales
GCA.002114025.1.ViralProj384397.genomic	NC.044955	31.32105263	Asfuvirales	Asfuvirales
NC.023613	NC.013756	31.32222222	Pimascovirales	Pimascovirales
NC.015780	GCA.002826725.1.ASM282672v1.genomic	31.32272727	Pimascovirales	Pimascovirales
NC.015780	NC.038511	31.32272727	Pimascovirales	Pimascovirales
GCA.002966405.1.ASM296640v1.genomic	ZJ.NB.2021.05.15.bin.4	31.32340426	Imitervirales	Imitervirales
NC.037057	ERX556094.26.dc	31.324	Algavirales	Imitervirales
NC.014789	SRX696246.4.dc	31.325	Algavirales	Imitervirales
GCA.002114025.1.ViralProj384397.genomic	NC.044943	31.32631579	Asfuvirales	Asfuvirales
GCA.002114025.1.ViralProj384397.genomic	NC.044945	31.32631579	Asfuvirales	Asfuvirales
ERX555926.32.dc	SD.QD.2020.06.15.bin.38	31.32692308	Imitervirales	Imitervirales
GCA.002114025.1.ViralProj384397.genomic	NC.044942	31.32894737	Asfuvirales	Asfuvirales
GCA.002114025.1.ViralProj384397.genomic	NC.044941	31.32894737	Asfuvirales	Asfuvirales
NC.013756	NC.015780	31.32916667	Pimascovirales	Pimascovirales
NC.023613	GCA.001654305.1.ViralProj323872.genomic	31.33076923	Pimascovirales	Pimascovirales
NC.023613	NC.030230	31.33076923	Pimascovirales	Pimascovirales
NC.014649	SD.QD.2020.06.15.bin.37	31.33529412	Imitervirales	Algavirales
ERX556315.47.dc	SD.DY.2021.06.15.bin.6	31.336	Imitervirales	Pimascovirales
LN.DD.2021.06.15.bin.9	GCA.002826725.1.ASM282672v1.genomic	31.34347826	Pimascovirales	Pimascovirales
LN.DD.2021.06.15.bin.9	NC.038511	31.34347826	Pimascovirales	Pimascovirales
LN.DD.2021.06.15.bin.8	NC.033775	31.34347826	Pimascovirales	Pimascovirales
LN.DD.2021.06.15.bin.8	GCA.002005685.1.ViralProj376058.genomic	31.34347826	Pimascovirales	Pimascovirales
GCA.900323535.1.PRJEB25578	GD.ZH.2021.05.15.bin.3	31.34423077	Pimascovirales	Pimascovirales
SD.QD.2023.07.80.ultra.bin.14	NC.031465	31.345	Pimascovirales	Pimascovirales
SD.QD.2023.07.80.ultra.bin.14	GCA.001806195.1.ViralProj349153.genomic	31.345	Pimascovirales	Pimascovirales
NC.015780	NC.013756	31.34583333	Pimascovirales	Pimascovirales
NC.028093	ZJ.NB.2021.05.15.bin.17	31.34642857	Algavirales	Imitervirales
GCA.002114025.1.ViralProj384397.genomic	NC.044946	31.35	Asfuvirales	Asfuvirales
GCA.002114025.1.ViralProj384397.genomic	NC.044953	31.35526316	Asfuvirales	Asfuvirales
ERX552296.13.dc	SD.QD.2023.07.80.ultra.bin.14	31.37037037	Imitervirales	Pimascovirales
NC.015780	NC.025412	31.375	Pimascovirales	Pimascovirales
SRX696246.4.dc	NC.038553	31.3775	Imitervirales	Algavirales
SRX696246.4.dc	GCA.002827745.1.ASM282774v1.genomic	31.3775	Imitervirales	Algavirales
NC.028092	GCA.000874805.1.ViralProj31093.genomic	31.38125	Algavirales	Pandoravirales
NC.028092	NC.011183	31.38125	Algavirales	Pandoravirales
NC.025412	NC.015780	31.38333333	Pimascovirales	Pimascovirales
GCA.002966405.1.ASM296640v1.genomic	LN.DD.2021.06.15.bin.6	31.38333333	Imitervirales	Algavirales
JS.YC.2021.05.15.bin.5	ERX552254.13.dc	31.38571429	Imitervirales	Imitervirales
NC.023639	SD.QD.2020.06.15.bin.4	31.3875	Imitervirales	Imitervirales
NC.023639	SD.QD.2020.06.15.bin.37	31.38823529	Imitervirales	Algavirales
ERX552300.8.dc	NC.038553	31.39032258	Imitervirales	Algavirales
ERX552300.8.dc	GCA.002827745.1.ASM282774v1.genomic	31.39032258	Imitervirales	Algavirales
ERX552296.13.dc	NC.033423	31.39375	Imitervirales	Pimascovirales
ERX552296.13.dc	GCA.001974475.1.ViralProj368971.genomic	31.39375	Imitervirales	Pimascovirales
GCA.002114025.1.ViralProj384397.genomic	NC.044954	31.4	Asfuvirales	Asfuvirales
LN.DD.2021.06.15.bin.2	SD.QD.2021.02.15.bin.5	31.4	Imitervirales	Imitervirales
NC.025412	NC.055165	31.4047619	Pimascovirales	Pimascovirales
NC.025412	GCA.004788555.1.ASM478855v1.genomic	31.4047619	Pimascovirales	Pimascovirales
ZJ.NB.2021.05.15.bin.19	NC.028461	31.40909091	Algavirales	Pimascovirales
GCA.002966275.1.ASM296627v1.genomic	NC.009898	31.42608696	Imitervirales	Algavirales
NC.031465	SD.QD.2023.07.80.ultra.bin.14	31.42857143	Pimascovirales	Pimascovirales
GCA.001806195.1.ViralProj349153.genomic	SD.QD.2023.07.80.ultra.bin.14	31.42857143	Pimascovirales	Pimascovirales
GCA.002966235.1.ASM296623v1.genomic	SD.DY.2021.06.15.bin.1	31.43076923	Imitervirales	Asfuvirales
GCA.002005685.1.ViralProj376058.genomic	SD.QD.2020.12.15.bin.6	31.44444444	Pimascovirales	Pimascovirales
NC.033775	SD.QD.2020.12.15.bin.6	31.44444444	Pimascovirales	Pimascovirales
GCA.001654305.1.ViralProj323872.genomic	NC.055165	31.44782609	Pimascovirales	Pimascovirales
GCA.001654305.1.ViralProj323872.genomic	GCA.004788555.1.ASM478855v1.genomic	31.44782609	Pimascovirales	Pimascovirales
NC.030230	NC.055165	31.44782609	Pimascovirales	Pimascovirales
NC.030230	GCA.004788555.1.ASM478855v1.genomic	31.44782609	Pimascovirales	Pimascovirales
NC.029692	SD.QD.2023.07.80.ultra.bin.14	31.45185185	Pimascovirales	Pimascovirales
GCA.001602085.1.ViralProj316309.genomic	SD.QD.2023.07.80.ultra.bin.14	31.45185185	Pimascovirales	Pimascovirales
GCA.900323535.1.PRJEB25578	SD.QD.2020.06.15.bin.14	31.45882353	Pimascovirales	Pimascovirales
SD.QD.2023.07.80.ultra.bin.14	GCA.002826725.1.ASM282672v1.genomic	31.464	Pimascovirales	Pimascovirales
SD.QD.2023.07.80.ultra.bin.14	NC.038511	31.464	Pimascovirales	Pimascovirales
GCA.002826725.1.ASM282672v1.genomic	NC.055165	31.46538462	Pimascovirales	Pimascovirales
GCA.002826725.1.ASM282672v1.genomic	GCA.004788555.1.ASM478855v1.genomic	31.46538462	Pimascovirales	Pimascovirales
NC.038511	NC.055165	31.46538462	Pimascovirales	Pimascovirales
NC.038511	GCA.004788555.1.ASM478855v1.genomic	31.46538462	Pimascovirales	Pimascovirales
ERX552296.13.dc	NC.028461	31.46666667	Imitervirales	Pimascovirales
JS.YC.2021.05.15.bin.7	ERX552296.13.dc	31.46896552	Imitervirales	Imitervirales
NC.015780	GCA.001654305.1.ViralProj323872.genomic	31.46923077	Pimascovirales	Pimascovirales
NC.015780	NC.030230	31.46923077	Pimascovirales	Pimascovirales
NC.014765	GCA.000889395.1.ViralProj59783.genomic	31.472	Algavirales	Imitervirales
NC.014765	NC.014637	31.472	Algavirales	Imitervirales
NC.015326	LN.DD.2021.06.15.bin.9	31.47391304	Pimascovirales	Pimascovirales
NC.013288	NC.014649	31.48	Algavirales	Imitervirales
GCA.002826725.1.ASM282672v1.genomic	NC.015780	31.48636364	Pimascovirales	Pimascovirales
NC.038511	NC.015780	31.48636364	Pimascovirales	Pimascovirales
SRX696246.4.dc	GCA.002114025.1.ViralProj384397.genomic	31.48846154	Imitervirales	Asfuvirales
ZJ.NB.2021.05.15.bin.17	ERX556315.47.dc	31.48863636	Imitervirales	Imitervirales
NC.028461	NC.038511	31.49090909	Pimascovirales	Pimascovirales
NC.028461	GCA.002826725.1.ASM282672v1.genomic	31.49090909	Pimascovirales	Pimascovirales
LN.DD.2021.06.15.bin.9	GCA.001654305.1.ViralProj323872.genomic	31.49545455	Pimascovirales	Pimascovirales
LN.DD.2021.06.15.bin.9	NC.030230	31.49545455	Pimascovirales	Pimascovirales
ERX556315.47.dc	ERX552261.44.dc	31.49655172	Imitervirales	Algavirales
GCA.002966235.1.ASM296623v1.genomic	SD.QD.2020.06.15.bin.7	31.51212121	Imitervirales	Imitervirales
ERX556094.26.dc	ZJ.WZ.2021.05.15.bin.4	31.51428571	Imitervirales	Imitervirales
SRX327520.277.dc	LN.DD.2021.06.15.bin.1	31.51764706	Imitervirales	Imitervirales
ZJ.NB.2021.05.15.bin.19	SD.QD.2021.02.15.bin.5	31.525	Algavirales	Imitervirales
NC.028461	NC.033775	31.52727273	Pimascovirales	Pimascovirales
NC.028461	GCA.002005685.1.ViralProj376058.genomic	31.52727273	Pimascovirales	Pimascovirales
GCA.002966275.1.ASM296627v1.genomic	SD.QD.2020.06.15.bin.11	31.52820513	Imitervirales	Imitervirales
GCA.001995575.1.ViralProj357483	SD.QD.2020.06.15.bin.14	31.53157895	Pimascovirales	Pimascovirales
SRX802202.77.dc	JS.YC.2021.05.15.bin.5	31.53333333	Imitervirales	Imitervirales
LN.DD.2021.06.15.bin.8	ERX556315.47.dc	31.53478261	Pimascovirales	Imitervirales
LN.DD.2021.06.15.bin.2	LN.DD.2021.06.15.bin.9	31.536	Imitervirales	Pimascovirales
GCA.001654305.1.ViralProj323872.genomic	NC.021901	31.54	Pimascovirales	Pimascovirales
NC.030230	NC.021901	31.54	Pimascovirales	Pimascovirales
NC.014766	ZJ.NB.2021.05.15.bin.17	31.54285714	Algavirales	Imitervirales
ERX552300.8.dc	SD.QD.2020.06.15.bin.37	31.55454545	Imitervirales	Algavirales
ERX556315.47.dc	JS.YC.2021.05.15.bin.7	31.55609756	Imitervirales	Imitervirales
NC.020852	SRX696246.4.dc	31.55714286	Algavirales	Imitervirales
NC.021901	GCA.001654305.1.ViralProj323872.genomic	31.56	Pimascovirales	Pimascovirales
NC.021901	NC.030230	31.56	Pimascovirales	Pimascovirales
NC.009899	SD.QD.2021.02.15.bin.5	31.56666667	Algavirales	Imitervirales
NC.021901	GCA.002826725.1.ASM282672v1.genomic	31.57083333	Pimascovirales	Pimascovirales
NC.021901	NC.038511	31.57083333	Pimascovirales	Pimascovirales
LN.DD.2021.06.15.bin.8	NC.029692	31.57391304	Pimascovirales	Pimascovirales
LN.DD.2021.06.15.bin.8	GCA.001602085.1.ViralProj316309.genomic	31.57391304	Pimascovirales	Pimascovirales
SRX802073.99.dc	GCA.002966255.1.ASM296625v1.genomic	31.57471264	Imitervirales	Imitervirales
NC.031465	NC.023611	31.57894737	Pimascovirales	Pimascovirales
GCA.001806195.1.ViralProj349153.genomic	NC.023611	31.57894737	Pimascovirales	Pimascovirales
ERX556094.26.dc	SD.QD.2020.06.15.bin.7	31.57931034	Imitervirales	Imitervirales
GCA.001654305.1.ViralProj323872.genomic	NC.023848	31.58	Pimascovirales	Pimascovirales
NC.030230	NC.023848	31.58	Pimascovirales	Pimascovirales
GCA.001654305.1.ViralProj323872.genomic	LN.DD.2021.06.15.bin.9	31.58181818	Pimascovirales	Pimascovirales
NC.030230	LN.DD.2021.06.15.bin.9	31.58181818	Pimascovirales	Pimascovirales
NC.037057	ERX552300.8.dc	31.5826087	Algavirales	Imitervirales
SD.QD.2021.02.15.bin.4	SRX802202.77.dc	31.58461538	Pimascovirales	Imitervirales
NC.013288	ERX552302.24.dc	31.58518519	Algavirales	Pandoravirales
GCA.002966275.1.ASM296627v1.genomic	NC.032001	31.58837209	Imitervirales	Algavirales
LN.DD.2021.06.15.bin.6	SD.QD.2021.02.15.bin.5	31.59166667	Algavirales	Imitervirales
NC.009898	ZJ.NB.2021.05.15.bin.12	31.59166667	Algavirales	Pimascovirales
NC.023639	ZJ.NB.2021.05.15.bin.12	31.59166667	Imitervirales	Pimascovirales
ERX556315.47.dc	NC.014766	31.59615385	Imitervirales	Algavirales
NC.037057	LN.DD.2021.06.15.bin.6	31.5972973	Algavirales	Algavirales
GCA.002114025.1.ViralProj384397.genomic	GCA.002966275.1.ASM296627v1.genomic	31.62553191	Asfuvirales	Imitervirales
SD.QD.2021.02.15.bin.5	LN.DD.2021.06.15.bin.2	31.62666667	Imitervirales	Imitervirales
GCA.002966235.1.ASM296623v1.genomic	ZJ.NB.2021.05.15.bin.17	31.63043478	Imitervirales	Imitervirales
NC.014649	SD.QD.2020.06.15.bin.4	31.63225806	Imitervirales	Imitervirales
GCA.002966405.1.ASM296640v1.genomic	SD.QD.2020.06.15.bin.4	31.63777778	Imitervirales	Imitervirales
SRX802073.62.dc	NC.009899	31.63902439	Imitervirales	Algavirales
NC.020852	ZJ.NB.2021.05.15.bin.17	31.64285714	Algavirales	Imitervirales
ERX552296.13.dc	SD.QD.2020.06.15.bin.41	31.64285714	Imitervirales	Imitervirales
NC.028461	NC.015326	31.64545455	Pimascovirales	Pimascovirales
ERX556094.26.dc	SD.QD.2023.07.80.ultra.bin.14	31.64761905	Imitervirales	Pimascovirales
NC.055165	NC.013756	31.65238095	Pimascovirales	Pimascovirales
GCA.004788555.1.ASM478855v1.genomic	NC.013756	31.65238095	Pimascovirales	Pimascovirales
NC.037057	SD.QD.2020.06.15.bin.4	31.65454545	Algavirales	Imitervirales
NC.013756	NC.055165	31.65454545	Pimascovirales	Pimascovirales
NC.013756	GCA.004788555.1.ASM478855v1.genomic	31.65454545	Pimascovirales	Pimascovirales
ERX556315.47.dc	SD.QD.2020.06.15.bin.14	31.665625	Imitervirales	Pimascovirales
SRX696246.4.dc	NC.014789	31.67419355	Imitervirales	Algavirales
NC.028461	LN.DD.2021.06.15.bin.8	31.67857143	Pimascovirales	Pimascovirales
SD.QD.2023.07.80.ultra.bin.14	NC.015326	31.67916667	Pimascovirales	Pimascovirales
GCA.002005685.1.ViralProj376058.genomic	NC.028461	31.68181818	Pimascovirales	Pimascovirales
NC.033775	NC.028461	31.68181818	Pimascovirales	Pimascovirales
SD.QD.2021.02.15.bin.5	LN.DD.2021.06.15.bin.6	31.68333333	Imitervirales	Algavirales
NC.055165	NC.015326	31.68461538	Pimascovirales	Pimascovirales
GCA.004788555.1.ASM478855v1.genomic	NC.015326	31.68461538	Pimascovirales	Pimascovirales
NC.014649	LN.DD.2021.06.15.bin.6	31.68695652	Imitervirales	Algavirales
NC.013288	SRX696246.4.dc	31.68965517	Algavirales	Imitervirales
NC.015326	NC.028461	31.69090909	Pimascovirales	Pimascovirales
GCA.001654305.1.ViralProj323872.genomic	NC.040612	31.70454545	Pimascovirales	Pimascovirales
NC.030230	NC.040612	31.70454545	Pimascovirales	Pimascovirales
NC.025412	NC.040612	31.705	Pimascovirales	Pimascovirales
SD.QD.2021.02.15.bin.5	SRX696246.4.dc	31.70714286	Imitervirales	Imitervirales
NC.028093	ERX552258.48.dc	31.708	Algavirales	Pandoravirales
NC.028092	ERX556315.47.dc	31.70967742	Algavirales	Imitervirales
SD.QD.2023.07.80.ultra.bin.14	NC.013756	31.71153846	Pimascovirales	Pimascovirales
ERX552296.13.dc	SD.QD.2023.07.100.ultra.bin.9	31.714	Imitervirales	Imitervirales
GCA.002005685.1.ViralProj376058.genomic	NC.055165	31.71538462	Pimascovirales	Pimascovirales
GCA.002005685.1.ViralProj376058.genomic	GCA.004788555.1.ASM478855v1.genomic	31.71538462	Pimascovirales	Pimascovirales
NC.033775	NC.055165	31.71538462	Pimascovirales	Pimascovirales
NC.033775	GCA.004788555.1.ASM478855v1.genomic	31.71538462	Pimascovirales	Pimascovirales
NC.005902	SD.QD.2021.02.15.bin.4	31.71538462	Pimascovirales	Pimascovirales
NC.028091	ZJ.NB.2021.05.15.bin.17	31.71851852	Algavirales	Imitervirales
NC.055165	NC.025412	31.71904762	Pimascovirales	Pimascovirales
GCA.004788555.1.ASM478855v1.genomic	NC.025412	31.71904762	Pimascovirales	Pimascovirales
GCA.001654305.1.ViralProj323872.genomic	NC.015780	31.71923077	Pimascovirales	Pimascovirales
NC.030230	NC.015780	31.71923077	Pimascovirales	Pimascovirales
GCA.002966275.1.ASM296627v1.genomic	GCA.002114025.1.ViralProj384397.genomic	31.72037037	Imitervirales	Asfuvirales
NC.014767	SRX696246.4.dc	31.72068966	Algavirales	Imitervirales
SRX802073.62.dc	SD.QD.2021.02.15.bin.4	31.72142857	Imitervirales	Pimascovirales
SRX802073.99.dc	SD.QD.2023.07.40.ultra.bin.12	31.72222222	Imitervirales	Pandoravirales
SD.QD.2020.06.15.bin.14	GCA.900323535.1.PRJEB25578	31.72941176	Pimascovirales	Pimascovirales
SRX802202.24.dc	GCA.002966235.1.ASM296623v1.genomic	31.73055556	Algavirales	Imitervirales
SRX802073.62.dc	GCA.000874805.1.ViralProj31093.genomic	31.73157895	Imitervirales	Pandoravirales
SRX802073.62.dc	NC.011183	31.73157895	Imitervirales	Pandoravirales
GCA.002826725.1.ASM282672v1.genomic	NC.040612	31.732	Pimascovirales	Pimascovirales
NC.038511	NC.040612	31.732	Pimascovirales	Pimascovirales
SRX802202.77.dc	SD.QD.2020.06.15.bin.7	31.73235294	Imitervirales	Imitervirales
JS.YC.2021.05.15.bin.5	SRX802073.62.dc	31.73636364	Imitervirales	Imitervirales
NC.028091	SRX696246.4.dc	31.73666667	Algavirales	Imitervirales
GCA.002966235.1.ASM296623v1.genomic	NC.038553	31.74	Imitervirales	Algavirales
GCA.002966235.1.ASM296623v1.genomic	GCA.002827745.1.ASM282774v1.genomic	31.74	Imitervirales	Algavirales
ERX552300.8.dc	SD.QD.2020.06.15.bin.7	31.74705882	Imitervirales	Imitervirales
SRX696246.4.dc	NC.014767	31.74814815	Imitervirales	Algavirales
NC.013288	ERX556315.47.dc	31.7483871	Algavirales	Imitervirales
SD.QD.2023.07.100.ultra.bin.9	SRX802073.62.dc	31.7490566	Imitervirales	Imitervirales
NC.016072	SD.QD.2020.06.15.bin.11	31.75	Imitervirales	Imitervirales
ZJ.NB.2021.05.15.bin.17	GCA.002966235.1.ASM296623v1.genomic	31.755	Imitervirales	Imitervirales
NC.020852	ERX556315.47.dc	31.75517241	Algavirales	Imitervirales
SRX802963.53.dc	GCA.002966235.1.ASM296623v1.genomic	31.76363636	Algavirales	Imitervirales
NC.028110	SRX802202.77.dc	31.772	Algavirales	Imitervirales
GCA.002966275.1.ASM296627v1.genomic	ZJ.NB.2021.05.15.bin.17	31.77272727	Imitervirales	Imitervirales
ERX555926.32.dc	NC.028110	31.77777778	Imitervirales	Algavirales
SRX802202.77.dc	NC.038553	31.78064516	Imitervirales	Algavirales
SRX802202.77.dc	GCA.002827745.1.ASM282774v1.genomic	31.78064516	Imitervirales	Algavirales
NC.013288	ERX552254.13.dc	31.78214286	Algavirales	Imitervirales
GCA.002966275.1.ASM296627v1.genomic	NC.038553	31.78648649	Imitervirales	Algavirales
GCA.002966275.1.ASM296627v1.genomic	GCA.002827745.1.ASM282774v1.genomic	31.78648649	Imitervirales	Algavirales
GCA.002114025.1.ViralProj384397.genomic	JS.YC.2021.05.15.bin.4	31.78717949	Asfuvirales	Asfuvirales
GCA.001995575.1.ViralProj357483	NC.023848	31.78823529	Pimascovirales	Pimascovirales
NC.014766	ERX556315.47.dc	31.79259259	Algavirales	Imitervirales
NC.025412	NC.021901	31.79583333	Pimascovirales	Pimascovirales
NC.013288	ERX552277.13.dc	31.79642857	Algavirales	Pandoravirales
NC.028092	NC.020104	31.804	Algavirales	Imitervirales
SRX802202.7.dc	LN.DD.2021.06.15.bin.8	31.80967742	Imitervirales	Pimascovirales
SRX696246.4.dc	SD.QD.2023.07.80.ultra.bin.21	31.81111111	Imitervirales	Imitervirales
NC.023611	GCA.001654305.1.ViralProj323872.genomic	31.8173913	Pimascovirales	Pimascovirales
NC.023611	NC.030230	31.8173913	Pimascovirales	Pimascovirales
GCA.002966405.1.ASM296640v1.genomic	ZJ.WZ.2021.05.15.bin.4	31.825	Imitervirales	Imitervirales
JS.YC.2021.05.15.bin.4	GCA.002114025.1.ViralProj384397.genomic	31.82564103	Asfuvirales	Asfuvirales
NC.014765	SRX696246.4.dc	31.82692308	Algavirales	Imitervirales
SD.QD.2023.07.80.ultra.bin.21	SRX696246.4.dc	31.82777778	Imitervirales	Imitervirales
ERX555926.32.dc	SD.QD.2020.06.15.bin.11	31.82941176	Imitervirales	Imitervirales
SRX802202.77.dc	SD.QD.2021.02.15.bin.4	31.83333333	Imitervirales	Pimascovirales
SD.QD.2020.06.15.bin.7	ERX552300.8.dc	31.83571429	Imitervirales	Imitervirales
SD.QD.2020.12.15.bin.6	NC.028461	31.83571429	Pimascovirales	Pimascovirales
NC.028112	ERX633347.21.dc	31.8375	Algavirales	Algavirales
NC.037057	ERX552254.13.dc	31.83846154	Algavirales	Imitervirales
GCA.002966275.1.ASM296627v1.genomic	NC.037057	31.84	Imitervirales	Algavirales
NC.014789	ERX556315.47.dc	31.84137931	Algavirales	Imitervirales
NC.015780	NC.015326	31.84583333	Pimascovirales	Pimascovirales
GCA.002826725.1.ASM282672v1.genomic	NC.021901	31.85217391	Pimascovirales	Pimascovirales
NC.038511	NC.021901	31.85217391	Pimascovirales	Pimascovirales
NC.028092	SRX696246.4.dc	31.85483871	Algavirales	Imitervirales
NC.015326	NC.055165	31.85555556	Pimascovirales	Pimascovirales
NC.015326	GCA.004788555.1.ASM478855v1.genomic	31.85555556	Pimascovirales	Pimascovirales
GCA.900205285.1.ASM90020528v1	SD.QD.2021.02.15.bin.4	31.86153846	Pimascovirales	Pimascovirales
SD.QD.2020.06.15.bin.14	GCA.001995575.1.ViralProj357483	31.87297297	Pimascovirales	Pimascovirales
GD.ZH.2021.05.15.bin.3	GCA.900205285.1.ASM90020528v1	31.87358491	Pimascovirales	Pimascovirales
SRX696246.4.dc	NC.013288	31.87666667	Imitervirales	Algavirales
NC.014765	ERX556315.47.dc	31.87692308	Algavirales	Imitervirales
JS.YC.2021.05.15.bin.7	ERX556315.47.dc	31.87804878	Imitervirales	Imitervirales
NC.055165	NC.033775	31.88	Pimascovirales	Pimascovirales
NC.055165	GCA.002005685.1.ViralProj376058.genomic	31.88	Pimascovirales	Pimascovirales
GCA.004788555.1.ASM478855v1.genomic	NC.033775	31.88	Pimascovirales	Pimascovirales
GCA.004788555.1.ASM478855v1.genomic	GCA.002005685.1.ViralProj376058.genomic	31.88	Pimascovirales	Pimascovirales
NC.023639	LN.DD.2021.06.15.bin.6	31.89130435	Imitervirales	Algavirales
GD.ZH.2021.05.15.bin.3	GCA.001995575.1.ViralProj357483	31.89272727	Pimascovirales	Pimascovirales
SD.QD.2023.07.80.ultra.bin.14	NC.025412	31.89583333	Pimascovirales	Pimascovirales
NC.016072	ERX552261.44.dc	31.89666667	Imitervirales	Algavirales
GCA.001974475.1.ViralProj368971.genomic	LN.DD.2021.06.15.bin.8	31.9	Pimascovirales	Pimascovirales
NC.033423	LN.DD.2021.06.15.bin.8	31.9	Pimascovirales	Pimascovirales
SRX802202.7.dc	SD.QD.2023.07.100.ultra.bin.9	31.902	Imitervirales	Imitervirales
NC.055165	NC.029692	31.90384615	Pimascovirales	Pimascovirales
NC.055165	GCA.001602085.1.ViralProj316309.genomic	31.90384615	Pimascovirales	Pimascovirales
GCA.004788555.1.ASM478855v1.genomic	NC.029692	31.90384615	Pimascovirales	Pimascovirales
GCA.004788555.1.ASM478855v1.genomic	GCA.001602085.1.ViralProj316309.genomic	31.90384615	Pimascovirales	Pimascovirales
SD.QD.2021.02.15.bin.4	SRX802073.62.dc	31.90714286	Pimascovirales	Imitervirales
SD.QD.2020.06.15.bin.13	SD.QD.2020.06.15.bin.7	31.90967742	Imitervirales	Imitervirales
NC.040612	NC.015326	31.912	Pimascovirales	Pimascovirales
GCA.002966275.1.ASM296627v1.genomic	SD.QD.2020.06.15.bin.23	31.92	Imitervirales	Imitervirales
NC.014789	GCA.000874805.1.ViralProj31093.genomic	31.92	Algavirales	Pandoravirales
NC.014789	NC.011183	31.92	Algavirales	Pandoravirales
GCA.001995575.1.ViralProj357483	SD.QD.2021.02.15.bin.4	31.92307692	Pimascovirales	Pimascovirales
NC.043129	SD.QD.2021.02.15.bin.5	31.925	Algavirales	Imitervirales
SRX696246.4.dc	NC.020852	31.92580645	Imitervirales	Algavirales
NC.028092	ERX552302.24.dc	31.92962963	Algavirales	Pandoravirales
GCA.002966275.1.ASM296627v1.genomic	NC.009899	31.93	Imitervirales	Algavirales
NC.021901	NC.025412	31.93043478	Pimascovirales	Pimascovirales
NC.055165	GCA.001654305.1.ViralProj323872.genomic	31.93043478	Pimascovirales	Pimascovirales
NC.055165	NC.030230	31.93043478	Pimascovirales	Pimascovirales
