	CXD_1412_FDSW210423229-1r-1	CXD_1414_FDSW210423231-1r-1	CXD_1610_FDSW210423242-1r-1	CXD_1613_FDSW210423245-1r-1	CXD_1611_FDSW210423243-1r-1	CXD_1612_FDSW210423244-1r-1	CXD_1604_FDSW210423236-1r-1	CXD_1609_FDSW210423241-1r-1	WZ7_FDME210455463-1r	WZ15_FDME210455471-1r	WZ11_L1	WZ1_L1	WZ3_L1	WZ14_L1	WZ5_L1	WZ10_L1	NB2_FDME210455353-1r	NB1_FDME210455352-1r	NB7_FDME210455358-1r	NB15_FDME210455366-1r	NB4_FDME210455355-1r	NB6_FDME210455357-1r	NB11_FDME210455362-1b	NB12_FDME210455363-1r	DD3_FDSW220008390-2r	DD15_FDSW220008402-2r	DD1_FDSW220008388-1r	DD13_FDSW220008400-2r	DD5_FDSW220008392-2r	DD9_FDSW220008396-1r	DD7_FDSW220008394-1r	DD11_FDSW220008398-1r	YC11_FDME220007415-1r	YC5_FDME220007409-1r	YC3_FDME220007407-1r	YC13_FDME220007417-1r	YC9_FDME220007413-1r	YC15_FDME220007419-1r	YC1_FDME220007405-1r	YC7_FDME220007411-1a	ZH1_FDSW220008784-1r	ZH5_FDSW220008788-1r	ZH9_FDSW220008792-2r	ZH3_FDSW220008786-1r	ZH13_FDSW220008796-2r	ZH15_FDSW220008798-2r	ZH7_FDSW220008790-1r	ZH11_FDSW220008794-2r	BH10_FDSW220017130-1r	BH2_FDSW220017122-1r	BH4_FDSW220017124-1r	BH14_FDSW220017134-1r	BH15_FDSW220017135-1r	BH8_FDSW220017128-1r	BH6_FDSW220017126-1r	BH12_FDSW220017132-1r	DY7_FDME210438605-1r	DY2_FDME210438600-1b	DY10_FDME210438608-1r	DY13_FDME210438611-1b	DY15_FDME210438613-1r	DY6_FDME210438604-1r	DY11_FDME210438609-1r	SY9_FDME210455405-2a	SY12_FDME210455408-1r	SY15_FDME210455411-2a	SY3_FDME210455399-2a	SY13_FDME210455409-2a	SY7_FDME210455403-2a	SY11_FDME210455407-1r	ST1_FDME220007465-1r	ST9_L1	ST13_L1	ST15_L1	ST7_FDME220007471-1r	ST10_L1	ST3_L1	ST12_L1	XM12_FDME220007446-1r	XM2_FDME220007436-1r	XM15_FDME220007449-1r	XM6_FDME220007440-1r	XM8_FDME220007442-1r	XM4_FDME220007438-1r	XM10_FDME220007444-1r	XM14_FDME220007448-1r	LYG13_FDME210455394-1a	LYG3_FDME210455384-1r	LYG6_FDME210455387-1r	LYG7_FDME210455388-1r	LYG1_FDME210455382-1r	LYG5_FDME210455386-1r	LYG11_FDME210455392-2r	CXD_1414_FDSW210423231-1r	CXD_1015_FDSW210423187-1r	CXD_1214_FDSW210423201-1r	CXD_1213_FDSW210423200-1r	CXD_1415_FDSW210423232-1r	CXD_0802_FDSW210423162-1r	CXD_0803_FDSW210423163-1r	CXD_0804_FDSW210423164-1r	CXD_1604_FDSW210423236-1r	CXD_1408_FDSW210423225-1r	CXD_1609_FDSW210423241-1r	CXD_1401_FDSW210423218-1r	CXD_0801_FDSW210423161-1r	CXD_1402_FDSW210423219-1r	CXD_1610_FDSW210423242-1r	CXD_1613_FDSW210423245-1r	CXD_1611_FDSW210423243-1r	CXD_1612_FDSW210423244-1r	CXD_0215_FDSW210423217-1r	CXD_0213_FDSW210423215-1r	CXD_0214_FDSW210423216-1r	CXD_0204_FDSW210423206-1r	CXD_0807_FDSW210423167-1r	CXD_0805_FDSW210423165-1r	CXD_1004_FDSW210423176-1r	CXD_1007_FDSW210423179-1r	CXD_1009_FDSW210423181-1r	CXD_1003_FDSW210423175-1r	CXD_1215_FDSW210423202-1r	CXD_1202_FDSW210423189-1r	CXD_1001_FDSW210423173-1r	CXD_1201_FDSW210423188-1r	CXD_0209_FDSW210423211-1r	CXD_0210_FDSW210423212-1r	CXD_1203_FDSW210423190-1r	CXD_1412_FDSW210423229-1r	A1-20-normal	B5-40-normal	B5-80-normal	A3-60-normal	B1-60-normal	A5-60-normal	B3-80-normal	C3-80-normal	C3-60-normal	A3-80-normal	B3-60-normal	C1-60-normal	A5-40-normal	C3-40-normal	C1-40-normal	B1-80-normal	A3-20-normal	C5-40-normal	C1-20-normal	B3-40-normal	B5-20-normal	C5-60-normal	A1-100-normal	A1-60-normal	A1-80-normal	C1-80-normal	B5-100-normal	C5-100-normal	A3-100-normal	A5-80-normal	C5-80-normal	C3-100-normal	A1-40-normal	C1-100-normal	A5-100-normal	B3-100-normal	B1-20-normal	B1-40-normal	A5-20-normal	C5-20-normal	C3-20-normal	B3-20-normal	B5-60-normal	A3-40-normal	B1-100-normal
SD_QD_2020_06_15_bin_44	6.164416257	6.995307776	2.584763449	2.173810397	2.747540795	2.719745958	3.434920671	3.069187655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.995307776	5.557171164	4.796971726	4.860415976	6.303154973	3.293911359	2.983017362	2.847698577	3.434920671	2.199918208	3.069187655	1.697780056	2.586912243	1.662913033	2.584763449	2.173810397	2.747540795	2.719745958	2.192326842	2.059746209	1.978164367	1.867346093	2.817461385	4.052032695	3.396667333	2.625976898	3.313519482	2.787374612	3.330948378	2.632289366	2.901453266	1.586146823	4.044899283	2.889686306	3.463628749	6.164416257	2.333461343	5.492597368	5.056509748	3.880773011	3.833165199	1.974032347	3.154818452	3.187163872	3.531727045	3.121599536	3.791695952	1.905545325	3.169343286	4.269299484	5.141875156	6.018004275	4.743171206	5.514165984	3.426514116	5.357487595	6.917861778	5.011728326	1.21132416	2.167225816	1.538175911	1.776789059	2.881310812	3.19595311	1.976464965	2.706295711	2.317527995	1.53257605	2.90048682	2.047700711	1.992820043	3.669401505	3.715007155	3.543188263	2.813790226	3.773628492	3.323577907	3.490561014	3.339568386	2.522463558	3.931901402
SD_QD_2020_06_15_bin_6	2.142147181	2.016123637	0	0	0	0	0.888123783	0	1.639396293	4.733253982	0.89323752	0	1.173823795	1.113743625	0	0.667260598	1.79350441	4.431063708	5.168899949	2.389476269	5.177141983	5.415006034	4.009439136	2.845375317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.016123637	1.55125494	1.342590626	0.928417857	1.635369288	0	0	0	0.888123783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.142147181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.998043322	1.256367482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.811535483	0	0	0	0	1.111698682	0	0	0
SD_QD_2020_06_15_bin_7	0	1.170679075	3.499196064	1.8232988	2.245323207	1.890703515	1.601268076	0.950863912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.170679075	0.957309753	2.10610126	3.321998088	2.676621126	1.123122179	0	0	1.601268076	0	0.950863912	1.160991375	0	0.975887917	3.499196064	1.8232988	2.245323207	1.890703515	0.892351885	0	0	1.114460295	0	0	0	0	0.981759945	0.784584656	0	0.995023523	0	0	1.644708771	1.674265545	2.459463504	0	0	0.979718068	1.72296457	0.976492409	0.944273403	0	0	0	0	0	0	0	1.69684253	0	1.775641812	2.666409832	0	0.986699923	1.989811958	1.482126188	2.159445691	1.225271531	0	0	0	0	1.252004892	1.217043756	0	0	0	0	1.191868835	1.273831289	1.390773912	1.659671721	2.142321971	1.808097381	1.526418617	2.843103402	2.906442334	2.462036883	2.563249372	0	1.809395701
SD_QD_2020_08_15_bin_3	0	0	0	0	0	0	15.80420778	2.659150639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.615146732	0	0	4.68766723	27.76421102	35.56853781	15.80420778	1.282296307	2.659150639	5.422129256	20.49438011	33.40839233	0	0	0	0	0.857640172	0	0	2.473080667	1.346966081	32.17380784	20.34115652	0	0	7.248687759	2.439969594	7.060798939	5.379977764	2.360634928	0	13.83271515	0	0	4.087703085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.037795471	0.884929102	0	0	2.747263571	1.768932882	6.753760509	2.100857832	2.146449894	0	0	0.887779587	0	0	0	0	6.927639472	0	0	0	0	0	0	0	0	1.749588898	1.785412123	2.544715222	0
SD_QD_2020_12_15_bin_6	1.230353058	2.930497343	4.654918652	3.685169928	3.180353631	2.967029776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.925554051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.930497343	3.451883078	4.671403441	3.031739549	3.260571261	0	0	0	0	0	0	0	1.272126514	1.275992736	4.654918652	3.685169928	3.180353631	2.967029776	8.697085221	10.00019655	6.516619909	19.86803129	3.886312123	4.034047874	4.085184124	0	2.600703408	3.355858898	12.02608828	13.80566351	17.82907932	27.6915204	2.072177377	1.702919168	1.128167949	1.230353058	1.46867175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.037811034	1.291700225	1.445405042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.212906581	0	1.010994641	1.367280285	0.915113188	1.54953654	1.246901575	0.87380255	1.091725855
SD_QD_2021_02_15_bin_4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.959305645	22.17263638	26.33872462	0	0	0	0	0	0	0	0	0	0	0	0	2.082094281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SD_QD_2021_02_15_bin_5	1.553876243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.40411267	0	0	0	0	2.30548613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.841741229	0	0	1.13826558	5.157151014	10.04172715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.65921557	21.10225705	30.07951277	1.856138458	0	0	0	0	0	0	0	0	0	0	0	0	0	1.553876243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SD_QD_2023_07_20_normal_bin_3	1.424440237	2.09464285	1.323465378	1.170556969	1.309270103	1.449483011	1.495693206	1.209616181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.662111197	0	0	0	1.550315341	2.693324335	2.09464285	3.213605734	1.735081377	2.930032689	3.098073647	1.292627627	0	0.840068073	1.495693206	0	1.209616181	0	0	0	1.323465378	1.170556969	1.309270103	1.449483011	0	0	0	0	0.974539655	0	0	0.952236981	1.064140336	1.046087047	1.011834588	0	0	1.025449244	1.000960779	0	1.022631675	1.424440237	0.987709321	2.067261343	1.550505234	1.633661602	2.168275608	1.458599595	1.127671706	1.388119661	1.729680666	2.123802093	1.429898796	1.194960064	2.306663387	1.62426347	2.577147226	2.770207137	2.056538226	1.472959543	2.841537846	2.542605849	3.790777663	1.797427048	0	1.387688768	1.002900357	1.33625607	0	1.065951763	1.295872631	0	0.814689415	1.508602529	1.256560465	1.176817626	0	0	1.394543502	1.291681117	1.282133976	1.3487919	1.54718472	1.858403612	1.46661834	1.106522742	0
SD_QD_2023_07_40_normal_bin_17	2.805232378	5.131836641	0	0	0	0	2.801485951	3.770185914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.131836641	4.477394789	3.783692928	5.626756177	2.849567588	5.697218589	3.645513781	3.578671965	2.801485951	6.566939432	3.770185914	3.57329252	0	1.46417223	0	0	0	0	0	0	0	1.029894497	1.468808965	0	2.434867066	1.495577822	1.635569734	0	1.834263204	2.608163672	1.028461245	0	2.28830189	2.124289655	5.190411324	2.805232378	1.725797132	11.77468787	9.392357608	9.788684916	11.80191371	6.314210152	7.764611596	8.817022264	10.41296836	10.71185459	6.988677739	7.233896369	6.546947811	9.197037956	11.29747687	12.68940448	7.000292325	6.748646621	4.61599654	7.033575656	8.559601215	7.221524287	3.703207086	7.635584919	6.410159327	7.035583414	2.510576231	3.690244121	8.646013423	4.657436902	4.458720723	4.68457634	5.144296927	2.16993503	1.617595162	1.952179137	2.210982353	4.403723776	1.058956451	1.18751302	1.778914589	1.851015194	1.622535876	3.475715876	2.798817149
SD_QD_2023_07_40_ultra_bin_12	2.795903719	2.92918148	0.992911596	1.074164771	1.361920729	0	1.634942607	11.60947269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.806966749	0.990471003	0	0	2.794586964	1.284193206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.096529063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.92918148	2.568087667	3.029803614	2.675136825	2.593479856	13.274614	2.604274033	9.538651912	1.634942607	16.61376557	11.60947269	0	2.827425843	1.347279587	0.992911596	1.074164771	1.361920729	0	2.783175829	2.465673835	2.289386205	3.71709584	6.580484036	2.000068019	2.599346219	3.213789062	4.00632517	1.186709641	3.918388308	4.608348812	2.66933591	3.653566967	10.52227026	3.631123722	2.106478104	2.795903719	8.650404163	13.28639297	9.962187039	10.65868121	11.24507695	5.809789564	4.477086468	4.709404175	5.554939959	8.155251329	6.060304275	6.578341903	16.04686649	11.30550419	24.4075556	44.44085646	13.12800927	12.93562038	31.0188682	23.59816366	20.43313372	16.83368505	3.928730016	6.100288507	2.435631358	7.215564068	4.712329035	4.616362521	7.073018058	5.567452741	2.634059618	3.954690443	13.15996737	4.618241951	2.867928285	4.390104813	7.209168886	5.595169912	5.726107975	4.265448396	5.490665317	6.389966248	6.464700316	9.277376949	11.62328398
SD_QD_2023_07_40_ultra_bin_16	1.217504615	2.706095011	1.167970933	1.554884476	1.240873558	0.921071786	1.150773937	1.116766724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.046601436	0	0	0	0	0	2.706095011	1.097405478	1.34122625	1.63819575	2.769730367	0	0	0	1.150773937	0	1.116766724	0	0	0	1.167970933	1.554884476	1.240873558	0.921071786	0	0	0	0	0	0	0	0	0	0	1.065884455	0	0	0	0	0	0	1.217504615	0	1.68545229	2.374793711	1.505596464	1.984142108	1.209508347	1.305105784	1.332526974	1.647167023	1.506503394	1.016410306	0	1.566894561	1.513870843	1.944991325	3.076009907	1.016916057	0	1.362593415	1.97805943	2.14091077	1.193633317	0	1.227248406	0	0	0	0.807646605	0	0	0	0	0	0	0	0	0.838967842	1.206349933	1.026902826	0	1.105095541	1.180879655	0	0	0.935221238
SD_QD_2023_07_40_ultra_bin_3	0	0	0	0	0	0	0	0	0.908202224	1.212962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.796240171	3.525446557	3.896288776	4.203199803	3.282754459	3.826656341	3.850781108	3.653776167	4.958681589	2.506406777	2.370381876	2.012983614	3.536413151	3.370731974	3.34660411	2.016654119	2.819471554	1.858610113	2.676674461	3.444690703	2.553364619	1.961441364	3.130083063	3.033290035	3.384219483	2.357293232	2.124279882	3.304752084	2.406628429	1.60434974	2.24631363	1.582883564	0.893102796	1.231756037	1.161614173	1.841630904	2.852800835	1.202090775	1.22573801	1.361679052	1.303079493	1.439755525	1.799684431	2.046565927
SD_QD_2023_07_40_ultra_bin_9	3.352204448	2.914229036	0	0	0	0	0	3.538525759	0	0.959128828	1.214193295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.914229036	2.434451663	2.653367364	5.094242504	9.318241616	5.292985326	1.517330951	1.621049507	0	3.034002683	3.538525759	2.50673749	0	1.695399926	0	0	0	0	0	0	0	0.955765639	2.352399128	1.079626873	0.910699938	3.106970103	3.434430588	1.445441598	0.967410769	1.70080533	1.439910823	1.926771527	8.647891873	1.09045126	4.160119745	3.352204448	0	4.860859406	3.816207005	3.447980632	4.519876413	3.69122135	2.022347527	2.306323376	2.721261	3.212734495	2.576377523	1.448883086	9.781291382	3.430738668	11.97254384	19.59641001	6.040825753	3.934473136	8.756304379	11.87599129	8.489414969	6.450168416	0	1.051761839	0.881529442	1.517826195	0	0	2.3525331	1.016547581	1.181915651	1.083437601	3.825218893	0	0	0	1.113925347	1.610922968	0	0	0	1.346389311	0	0.966951008	1.997363189
SD_QD_2023_07_60_normal_bin_5	1.497047391	4.891313772	0	0	0	0	0.960852747	1.498731001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.891313772	3.732467148	3.267537389	3.849045563	3.907460868	2.166383088	1.851540475	1.818784938	0.960852747	2.195360915	1.498731001	1.26471907	0	0	0	0	0	0	0	0	0	0	1.438614155	1.48080886	1.305748976	1.434434709	1.642389973	1.019001444	2.047883645	1.305429474	0	0	1.26572405	1.317110621	2.125013202	1.497047391	0	5.63705415	4.884124636	5.492369633	7.295594793	4.419775345	4.692158326	5.089566528	6.542983833	4.923641904	4.154232892	4.920303288	3.872933212	3.836426765	5.633462986	5.755682035	2.750550811	3.397393445	2.895047628	3.667458048	4.201595557	4.10063825	1.372035794	3.720812712	2.613625341	3.832809867	1.417823432	2.324191514	4.108142831	2.608479371	2.139082582	2.776072277	2.445641548	0.921707662	1.113016656	1.003758792	1.296174974	2.371532828	0	1.054843741	1.02671267	1.518023369	1.161310127	1.280046846	1.60746203
SD_QD_2023_07_60_ultra_bin_7	2.553983408	3.934783634	1.820589258	1.310238857	1.867104451	1.53609908	2.426288978	1.477847789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.22861786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.934783634	4.547987984	4.165531265	5.012499924	5.257443808	5.3860931	1.273586406	2.088160121	2.426288978	0	1.477847789	1.046941834	1.236345604	1.337033406	1.820589258	1.310238857	1.867104451	1.53609908	2.194631172	1.73247396	1.27652478	1.912358764	2.515915684	2.048219622	1.505145722	2.051967274	2.970138736	2.341495393	2.97413372	2.830376568	2.393286829	2.877306736	1.97364466	1.920041516	2.098339275	2.553983408	1.272766852	11.51178684	10.26483623	11.25136066	10.2009483	9.357783208	9.698593257	9.962268375	9.521558998	11.14810622	8.346250666	7.46116118	8.054999343	7.497346297	11.41682182	11.95271661	5.298177928	6.638473867	8.166380297	6.819110393	7.286267912	8.044990218	4.157762257	6.480409756	6.0805268	5.934699825	4.075986865	4.567643133	4.827466224	5.214263761	2.904282774	3.252282977	4.244914298	1.664933653	2.467771681	2.535116286	3.094403855	5.622862788	2.002301076	2.67108124	2.642074625	2.568370807	3.183874719	3.705670743	3.252581721
SD_QD_2023_07_80_normal_bin_13	1.227894723	1.560301783	1.01339924	0	1.093103023	1.005626211	1.220182429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.560301783	1.905138953	1.974952618	2.371524878	2.073588181	2.488217421	0	0.796667296	1.220182429	0	0	0	0	0	1.01339924	0	1.093103023	1.005626211	0	0	0	0.900902439	0.969351823	0.908168994	0	0	0	0	1.109988362	1.095461176	0	1.151952164	0	0.947317926	1.095120829	1.227894723	0	7.650134017	6.91665932	7.904546548	6.589619154	5.415874067	6.642778222	6.958716604	6.809589213	7.749885554	5.074087369	5.322553991	4.720887398	5.630397751	6.112372123	7.69860053	3.224931964	5.158744782	4.286149984	3.731661651	4.423157181	4.974268288	3.258179952	4.107268332	3.960579654	5.19462043	3.842589887	3.682415361	4.31266681	4.580116909	3.447860597	2.979433002	3.463606282	2.259515788	1.990241996	1.710710962	2.033952929	4.051998369	1.636041918	2.088072993	1.701024628	1.78420853	2.064008664	2.539869018	2.066105712
SD_QD_2023_07_80_normal_bin_14	2.944994263	3.750994073	1.601450729	1.328683403	1.858507951	1.399519627	2.090730779	1.500435673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.750994073	4.281600374	4.536582604	5.256533422	4.314329106	5.065146771	1.40149087	1.756213991	2.090730779	0	1.500435673	0	1.28739677	1.382634719	1.601450729	1.328683403	1.858507951	1.399519627	2.333752282	1.690953861	1.058955466	1.966971997	2.584129966	2.250234505	1.585425648	2.127536958	2.529226888	2.68224202	2.948933474	2.664097994	2.529280358	2.949793737	2.182505846	1.802911374	1.57504513	2.944994263	1.00466972	10.86481112	9.62923512	10.9804958	9.541851166	8.082502072	9.552227877	9.967051066	10.36277775	10.71878585	7.506722784	6.808781239	7.947740035	7.219318875	10.81051877	12.22593559	5.365568601	6.701107696	7.945818133	6.392399378	7.135878279	7.581511737	3.853165095	6.184038436	5.4436746	6.153056295	3.841984188	4.126358011	4.228212287	5.47042267	2.890668509	3.141369937	3.737218727	2.012500932	2.51974186	2.022491651	2.794968864	5.211888683	1.944706214	2.727423227	2.594415751	2.269900537	2.902454195	3.193194089	2.648638102
SD_QD_2023_07_80_normal_bin_18	1.386759508	1.86977145	0	0	0	0	0.878399173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.86977145	1.78144457	1.676743014	1.895046111	2.222043399	1.340341939	0	1.073760533	0.878399173	0	0	0	0	0	0	0	0	0	1.113491475	0	0	0	0	0	0	0	0	0.744295218	1.045972384	0.908437698	0	0.950567186	0.990585181	0.992526596	1.061151679	1.386759508	0	4.472898035	4.778073843	3.827759834	4.41234004	3.503469202	4.36348888	4.74759578	4.143342423	5.172205175	3.241750919	3.686936109	2.813142794	3.990133323	4.8147232	5.47658336	2.228567863	3.158448543	3.137074763	2.760370087	2.94793195	2.513461691	1.807861909	1.993848045	2.764194227	3.511577408	1.748927759	2.242550929	2.656641694	2.805135574	2.230278636	1.619363108	1.950922041	1.319170414	1.082727088	1.119016749	1.546402364	2.369561421	1.177579439	1.162221699	1.408624515	0.852349741	1.202358297	1.180848749	1.11779359
SD_QD_2023_07_80_ultra_bin_14	0	0.828204773	0	0	0	0	0	0	0	0	0.858375427	0	0	0	0	0	0	0	0	0	0.78741109	0.982046874	0.868308571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.812195512	0	0	2.369794838	0	0	0.828204773	0.898675081	1.348017525	0	0.822940775	1.206860376	1.105199343	1.423471075	0	0	0	0	0	0	0	0	0	0	0.948960729	0	0	0	0	0.987522021	0	0.974531927	1.096870494	0	1.26855308	0	1.1504092	1.568854427	0	0	0	0	0.907883723	6.0007353	6.226242638	7.75808656	7.847122583	4.712730076	5.942168816	5.26062755	6.423670529	6.380689392	3.79112718	3.165992247	5.291607021	4.232583341	4.852829633	3.977526038	1.798848392	3.941699353	1.946748571	2.813057749	3.350213515	3.558722384	1.65053643	3.758195864	2.056345352	3.17537499	2.57449398	1.782502172	2.116707172	2.709105604	0.814792954	0.923842194	1.454975293	0	1.259710571	0.903303773	1.627469782	2.720394364	1.273490915	1.564476125	1.552081978	1.422516171	1.666299148	1.27646016	1.758048391
